"Date","Source","Actor","IOCType","IOCValue","Context","Link"
"2026-01-23T19:43:22Z","Cybersixgill","Exotic Lily","Hash","a0e9f5d64349fb13191bc781f81f42e1","Confidence: 90","N/A"
"2026-01-11","VirusTotal (Fallback)","Exotic Lily","SHA256","092ff6ca092850f20e64fa6e3e753a8babfa88337e935ad21179040eee066c98","Text Match: Exotic Lily","https://www.virustotal.com/gui/file/092ff6ca092850f20e64fa6e3e753a8babfa88337e935ad21179040eee066c98"
"2025-11-10","VirusTotal (Fallback)","Exotic Lily","SHA256","ab1e515c4dc57f4f49a270cd3ec9e31c0fbd4f84107370af4705c3d093a45b2d","Text Match: Exotic Lily","https://www.virustotal.com/gui/file/ab1e515c4dc57f4f49a270cd3ec9e31c0fbd4f84107370af4705c3d093a45b2d"
"2025-06-07T06:31:08Z","Cybersixgill","Exotic Lily","Hash","61be9ce3d068c08ff99a857f62352f9d","Confidence: 90","N/A"
"2025-03-08T15:07:28Z","Cybersixgill","Exotic Lily","Hash","3bddb2e1a85a9e06b9f9021ad301fdcde33e197225ae1676b8c6d0b416193ecf","Confidence: 90","N/A"
"2025-03-08T14:30:51Z","Cybersixgill","Exotic Lily","Hash","2cb6ff75b38a3f24f3b60a2742b6f4d6027f0f2a","Confidence: 90","N/A"
"2025-03-08T14:30:51Z","Cybersixgill","Exotic Lily","Hash","9b02dd2a1a15e94922be3f85129083ac","Confidence: 90","N/A"
"2025-03-08T14:30:51Z","Cybersixgill","Exotic Lily","Hash","b1102ed4bca6dae6f2f498ade2f73f76af527fa803f0e0b46e100d4cf5150682","Confidence: 90","N/A"
"2023-03-07","VirusTotal (Fallback)","Exotic Lily","SHA256","18a9a8a7493718d1aef82a87cd0eb4ebfed82fdcd9f339348e8383657a04abef","Text Match: Exotic Lily","https://www.virustotal.com/gui/file/18a9a8a7493718d1aef82a87cd0eb4ebfed82fdcd9f339348e8383657a04abef"
