"Date","Source","Actor","IOCType","IOCValue","Context","Link"
"2024-01-05T06:04:10Z","Cybersixgill","Gallium","Hash","889bca95f1a69e94aaade1e959ed0d3620531dc0fc563be9a8decf41899b4d79","Confidence: 90","N/A"
"2024-01-05T06:04:10Z","Cybersixgill","Gallium","Hash","51f70956fa8c487784fd21ab795f6ba2199b5c2d346acdeef1de0318a4c729d9","Confidence: 90","N/A"
"2024-01-05T06:04:10Z","Cybersixgill","Gallium","Hash","178d5ee8c04401d332af331087a80fb4e5e2937edfba7266f9be34a5029b6945","Confidence: 90","N/A"
"2024-01-05T06:04:10Z","Cybersixgill","Gallium","Hash","657fc7e6447e0065d488a7db2caab13071e44741875044f9024ca843fe4e86b5","Confidence: 90","N/A"
"2024-01-05T06:04:10Z","Cybersixgill","Gallium","Hash","2ef157a97e28574356e1d871abf75deca7d7a1ea662f38b577a06dd039dbae29","Confidence: 90","N/A"
"2024-01-05T06:04:10Z","Cybersixgill","Gallium","Hash","1922a419f57afb351b58330ed456143cc8de8b3ebcbd236d26a219b03b3464d7","Confidence: 90","N/A"
"2024-01-05T06:04:10Z","Cybersixgill","Gallium","Hash","056744a3c371b5938d63c396fe094afce8fb153796a65afa5103e1bffd7ca070","Confidence: 90","N/A"
"2024-01-05T06:04:10Z","Cybersixgill","Gallium","Hash","fe0e4ef832b62d49b43433e10c47dc51072959af93963c790892efc20ec422f1","Confidence: 90","N/A"
"2024-01-05T06:04:10Z","Cybersixgill","Gallium","Hash","44bcf82fa536318622798504e8369e9dcdb32686b95fcb44579f0b4efa79df08","Confidence: 90","N/A"
"2021-09-24T14:03:56Z","Cybersixgill","Gallium","Hash","583b10ab0ff4dae130fbc672d0b211e60879478e8dac43cfad09e825b5cc96b6","Confidence: 75","N/A"
"2021-09-24T14:03:56Z","Cybersixgill","Gallium","Hash","a532e8cab3a68618d2d91f65e45c283a","Confidence: 75","N/A"
"2021-09-24T14:03:52Z","Cybersixgill","Gallium","Hash","b2ba0997efbde82d9109aed7ab1d8905ae9c14bb37be1e07351d20ae91242356","Confidence: 75","N/A"
"2021-09-24T14:03:52Z","Cybersixgill","Gallium","Hash","4baf724bb007c22cb7ab89e1454074c3","Confidence: 75","N/A"
"2021-07-24T15:53:14Z","Cybersixgill","Gallium","Hash","076364dd23d46c40d00fc62baa9826a4c74900cc0f31605b15d92153b184dd7a","Confidence: 75","N/A"
"2021-07-24T15:53:14Z","Cybersixgill","Gallium","Hash","3f46a22398fffa3e43caff35034a6bae","Confidence: 75","N/A"
